,gpstime,latitude,longitude,altitude,speed,heading,hpdop,vdop,pdop
2809,1518260015.0,41.24430365,-8.5544073,100.8,9.672,269.30,0.7,?,?
2810,1518260016.0,41.2442811,-8.554516483,101.3,9.569,248.10,0.7,?,?
2811,1518260017.0,41.244233083,-8.554611117,101.6,9.774,229.70,0.7,?,?
2812,1518260018.0,41.244166667,-8.55469005,101.9,10.237,217.30,0.7,?,?
2813,1518260019.0,41.244093783,-8.55476815,102.1,10.598,219.20,0.7,?,?
2814,1518260020.0,41.244026983,-8.554862767,102.0,11.112,231.10,0.8,?,?
2815,1518260021.0,41.243975217,-8.554981783,101.6,11.884,245.90,0.8,?,?
2816,1518260022.0,41.24394465,-8.555117783,101.3,12.192,258.60,0.8,?,?
2817,1518260023.0,41.243921017,-8.555259167,100.9,12.295,258.00,0.8,?,?
2818,1518260024.0,41.243896433,-8.555398683,100.8,11.987,256.90,0.8,?,?
2819,1518260025.0,41.243872817,-8.555534967,100.9,11.575,257.20,0.8,?,?
2820,1518260026.0,41.243849433,-8.55566855,101.0,11.421,257.10,2.0,2.8,3.4
2821,1518260027.0,41.243826017,-8.5558008,101.3,11.472,256.90,2.0,2.8,3.4
2822,1518260028.0,41.24380195,-8.555934067,101.5,11.575,256.80,2.0,2.8,3.4
2823,1518260029.0,41.24377715,-8.556069767,101.8,11.678,256.80,2.0,2.8,3.4
2824,1518260030.0,41.243748583,-8.556214317,101.9,11.781,257.10,2.0,2.8,3.4
2825,1518260031.0,41.243723,-8.556356267,102.2,11.884,257.40,1.4,2.2,2.6
2826,1518260032.0,41.24369875,-8.5564972,102.3,12.038,257.30,1.4,2.2,2.6
2827,1518260033.0,41.243674783,-8.556638917,102.3,12.141,257.30,1.4,2.2,2.6
2828,1518260034.0,41.243650683,-8.556780617,102.3,12.089,257.30,1.4,2.2,2.6
2829,1518260035.0,41.243626217,-8.556921567,102.2,12.089,257.00,1.4,2.2,2.6
2830,1518260036.0,41.243601567,-8.5570617,102.1,12.038,256.90,1.4,2.2,2.6
2831,1518260037.0,41.24357655,-8.557202283,101.9,12.141,256.80,1.4,2.2,2.6
