n	Session	gps.seconds.Unix	gps.millis	gps.gpstime	gps.lat	gps.lon	gps.alt	gps.track	gps.speed.M-S	gps.epx	gps.nsats
300	4606	1411812527	149	1411812527	41.1749572753906	-8.59996128082275	175			3	9
301	4606	1411812528	150	1411812528	41.1749572753906	-8.59996128082275	175			3	9
302	4606	1411812529	159	1411812529	41.1749572753906	-8.59996128082275	175			3	9
303	4606	1411812530	100	1411812530	41.1749572753906	-8.59996128082275	175			3	9
304	4606	1411812531	123	1411812531	41.1749534606934	-8.5999584197998	175	158.3	1	3	9
305	4606	1411812532	128	1411812532	41.1749458312988	-8.59994983673096	175	157.1	1.5	4	9
306	4606	1411812533	101	1411812533	41.1749153137207	-8.59992790222168	176	156.1	2.75	3	9
307	4606	1411812534	176	1411812534	41.174877166748	-8.5999059677124	176	155.7	3.5	3	11
308	4606	1411812535	152	1411812535	41.1748390197754	-8.59988498687744	176	155.8	4	3	10
309	4606	1411812536	160	1411812536	41.1747589111328	-8.59983730316162	176	156.8	6.5	3	9
310	4606	1411812537	123	1411812537	41.1746940612793	-8.59979915618896	176	156.3	7.5	4	10
311	4606	1411812538	148	1411812538	41.1746292114258	-8.59976100921631	175	156.2	8.25	3	10
312	4606	1411812539	158	1411812539	41.1745567321777	-8.59971141815186	176	156	8.5	3	9
313	4606	1411812540	100	1411812540	41.1744842529297	-8.59967231750488	176	155.5	8.75	4	10
314	4606	1411812541	159	1411812541	41.1744117736816	-8.59962844848633	177	155.6	9.25	3	10
315	4606	1411812542	150	1411812542	41.1743240356445	-8.59957981109619	178	155.8	9.75	4	11
316	4606	1411812543	131	1411812543	41.1742477416992	-8.59953308105469	179	155.3	10	4	11
317	4606	1411812544	151	1411812544	41.1741600036621	-8.59948253631592	180	155	10.5	3	11
318	4606	1411812545	157	1411812545	41.1740570068359	-8.59942436218262	180	154.7	11	3	11
319	4606	1411812546	169	1411812546	41.1739730834961	-8.59935665130615	179	155.2	11.5	3	11
320	4606	1411812547	158	1411812547	41.1738700866699	-8.59930324554443	180	155.8	11.75	3	11
321	4606	1411812548	151	1411812548	41.1737785339355	-8.5992546081543	180	156.4	12.25	3	11
322	4606	1411812549	131	1411812549	41.1736717224121	-8.59918880462646	180	156.2	12.5	3	11
323	4606	1411812550	96	1411812550	41.1735610961914	-8.5991325378418	181	158.1	12.5	3	11
324	4606	1411812551	92	1411812551	41.1734657287598	-8.59907722473145	182	156.6	12.5	4	10
