n	Session	gps.seconds.Unix	gps.millis	gps.gpstime	gps.lat	gps.lon	gps.alt	gps.track	gps.speed.M-S	gps.epx	gps.nsats
861	4607	1411812981	674	1411812981	41.1694030761719	-8.59734725952148	195.399993896484			3	11
862	4607	1411812982	542	1411812982	41.1694030761719	-8.59734725952148	195.399993896484			3	11
863	4607	1411812983	602	1411812983	41.1693992614746	-8.59734725952148	195.399993896484			3	11
864	4607	1411812984	751	1411812984	41.1693992614746	-8.59734725952148	195.399993896484			3	11
865	4607	1411812985	539	1411812985	41.1693992614746	-8.59734725952148	195.399993896484			3	11
866	4607	1411812986	720	1411812986	41.1693992614746	-8.59734725952148	195.399993896484			3	11
867	4607	1411812987	475	1411812987	41.1693992614746	-8.59734725952148	195.399993896484			3	11
868	4607	1411812988	723	1411812988	41.1693992614746	-8.59734725952148	195.399993896484			3	11
869	4607	1411812989	463	1411812989	41.1693992614746	-8.59734725952148	195.399993896484			3	11
870	4607	1411812990	636	1411812990	41.1693992614746	-8.59734725952148	195.399993896484			3	10
871	4607	1411812991	686	1411812991	41.1693992614746	-8.59734725952148	195.399993896484			3	10
872	4607	1411812992	583	1411812992	41.1693992614746	-8.59734725952148	195.399993896484			3	10
873	4607	1411812993	760	1411812993	41.1693992614746	-8.59734725952148	195.399993896484			3	10
874	4607	1411812994	526	1411812994	41.1693992614746	-8.59734725952148	195.399993896484			3	10
875	4607	1411812995	730	1411812995	41.1693992614746	-8.59734725952148	195.399993896484			3	10
876	4607	1411812996	434	1411812996	41.1693992614746	-8.59734725952148	195.399993896484			3	11
877	4607	1411812997	641	1411812997	41.1694030761719	-8.59734725952148	195.399993896484			3	10
878	4607	1411812998	580	1411812998	41.1693992614746	-8.59734725952148	195.399993896484			3	10
879	4607	1411812999	531	1411812999	41.1693992614746	-8.59734725952148	195.5			3	10
880	4607	1411813000	685	1411813000	41.1693992614746	-8.59734725952148	195.399993896484			3	10
881	4607	1411813001	518	1411813001	41.1693992614746	-8.59734725952148	195.399993896484			3	11
882	4607	1411813002	666	1411813002	41.1693992614746	-8.59734725952148	195.399993896484			3	9
883	4607	1411813003	447	1411813003	41.1693992614746	-8.59734725952148	195.399993896484			3	10
884	4607	1411813004	673	1411813004	41.1693992614746	-8.59734725952148	195.399993896484			3	10
885	4607	1411813005	433	1411813005	41.1693992614746	-8.59734725952148	195.399993896484			3	10
886	4607	1411813006	640	1411813006	41.1693992614746	-8.59734725952148	195.399993896484			3	10
887	4607	1411813007	703	1411813007	41.1693992614746	-8.59734725952148	195.399993896484			3	11
888	4607	1411813008	529	1411813008	41.1693992614746	-8.59734725952148	195.5			3	11
889	4607	1411813009	735	1411813009	41.1693992614746	-8.59734725952148	195.5			3	11
890	4607	1411813010	509	1411813010	41.1693992614746	-8.59734725952148	195.5			3	11
891	4607	1411813011	654	1411813011	41.1693992614746	-8.59734725952148	195.5			3	11
892	4607	1411813012	513	1411813012	41.1693992614746	-8.59734725952148	195.5			3	11
893	4607	1411813013	705	1411813013	41.1693992614746	-8.59734725952148	195.5			3	11
894	4607	1411813014	557	1411813014	41.1693992614746	-8.59734725952148	195.5			3	11
895	4607	1411813015	632	1411813015	41.1693992614746	-8.59734725952148	195.5			3	11
896	4607	1411813016	651	1411813016	41.1693992614746	-8.59734725952148	195.5			3	11
897	4607	1411813017	552	1411813017	41.1693992614746	-8.59734725952148	195.5			3	11
898	4607	1411813018	723	1411813018	41.1693992614746	-8.59734725952148	195.5			3	11
899	4607	1411813019	480	1411813019	41.1693992614746	-8.59734725952148	195.5			3	11
900	4607	1411813020	646	1411813020	41.1693992614746	-8.59734725952148	195.5			3	11
901	4607	1411813021	487	1411813021	41.1693992614746	-8.59734725952148	195.5			3	11
902	4607	1411813022	631	1411813022	41.1693992614746	-8.59734725952148	195.5			3	11
903	4607	1411813023	738	1411813023	41.1693992614746	-8.59734725952148	195.5			3	11
904	4607	1411813024	571	1411813024	41.1693992614746	-8.59734725952148	195.5			3	11
905	4607	1411813025	687	1411813025	41.1693992614746	-8.59734725952148	195.5			3	11
906	4607	1411813026	523	1411813026	41.1693992614746	-8.59734725952148	195.5			3	11
907	4607	1411813027	726	1411813027	41.1693992614746	-8.59734725952148	195.5			3	11
908	4607	1411813028	494	1411813028	41.1693992614746	-8.59734725952148	195.5			3	11
909	4607	1411813029	684	1411813029	41.1693992614746	-8.59734725952148	195.5			3	11
910	4607	1411813030	531	1411813030	41.1693992614746	-8.59734725952148	195.5			3	11
911	4607	1411813031	545	1411813031	41.1693992614746	-8.59734725952148	195.5			3	11
912	4607	1411813032	693	1411813032	41.1693992614746	-8.59734725952148	195.5			3	11
913	4607	1411813033	517	1411813033	41.1693992614746	-8.59734725952148	195.5			3	11
914	4607	1411813034	670	1411813034	41.1693992614746	-8.59734725952148	195.5			3	11
915	4607	1411813035	473	1411813035	41.1693992614746	-8.59734725952148	195.5			3	11
916	4607	1411813036	675	1411813036	41.1693992614746	-8.59734725952148	195.5			3	11
917	4607	1411813037	463	1411813037	41.1693992614746	-8.59734725952148	195.399993896484	178.5	0.5	4	11
918	4607	1411813038	620	1411813038	41.1693878173828	-8.59734630584717	195.399993896484	185.8	1	4	11
919	4607	1411813039	677	1411813039	41.1693725585938	-8.59734439849854	195.5	184.4	1.5	4	11
920	4607	1411813040	574	1411813040	41.169361114502	-8.59734535217285	196.199996948242	183.3	1.5	3	11
921	4607	1411813041	565	1411813041	41.1693496704102	-8.5973482131958	195.399993896484	181.7	1.5	3	11
922	4607	1411813042	452	1411813042	41.1693344116211	-8.59734916687012	196.399993896484	182.8	1.5	3	11
923	4607	1411813043	751	1411813043	41.1693153381348	-8.59735012054443	196.300003051758	182.8	1.75	4	11
924	4607	1411813044	477	1411813044	41.1692924499512	-8.59735107421875	196.199996948242	183.2	2	4	11
925	4607	1411813045	591	1411813045	41.1692543029785	-8.59735488891602	195.899993896484	183.1	3.75	4	11
