,timestamp,latitude,longitude,elevation,accuracy,bearing,speed_meters_per_second,satellites,provider,hdop,vdop,pdop,geoidheight,ageofdgpsdata,dgpsid,activity,battery,annotation,distance_meters,elapsed_time_seconds
72,1577395460.0,-27.71769228471221,-51.09905723946049,977.1643555060832,4.0,315.52408,0.03486933,19,gps,0.7,0.9,1.2,3.6,,,,97,,0.0500210884330018,1.0
73,1577395461.0,-27.717692056306976,-51.09905697473578,977.1695377889234,4.0,315.52386,0.02350914,19,gps,0.7,0.9,1.2,3.6,,,,97,,0.0363617103407384,1.0
74,1577395462.0,-27.717691869932,-51.09905666074236,977.1719805161172,4.0,315.5247,0.018298302,19,gps,0.7,1.0,1.2,3.6,,,,97,,0.0372208111105321,1.0
75,1577395463.0,-27.71769187415481,-51.0990564185245,977.1166347046988,4.0,315.52353,0.012656681,19,gps,0.7,0.9,1.2,3.6,,,,97,,0.0238913872018983,1.0
76,1577395464.0,-27.71769211975912,-51.09905608839661,977.0879173906344,4.0,315.52567,0.012616223,19,gps,0.7,0.9,1.2,3.6,,,,97,,0.0424340955895524,1.0
77,1577395465.0,-27.71769245120328,-51.0990558154659,977.0989179261728,4.0,315.52768,0.009891877,19,gps,0.7,0.9,1.2,3.6,,,,97,,0.0455353315168736,1.0
78,1577395467.0,-27.71769290456094,-51.09905529743357,977.1821158655804,4.0,315.52847,0.02243622,19,gps,0.7,1.0,1.2,3.6,,,,97,,0.0716505239636036,2.0
79,1577395468.0,-27.717692922155624,-51.09905516512077,977.1462351278,4.0,315.53107,0.014196436,19,gps,0.7,1.0,1.2,3.6,,,,97,,0.013193162120839,1.0
80,1577395469.0,-27.71769284997575,-51.0990549592274,977.137366758912,4.0,315.53735,0.014812281,19,gps,0.8,1.1,1.3,3.6,,,,97,,0.0218232461331261,1.0
81,1577395470.0,-27.71769305641653,-51.099054632790136,977.143074361595,4.0,315.5418,0.01600269,19,gps,0.7,0.9,1.2,3.6,,,,97,,0.0394928652356476,1.0
82,1577395471.0,-27.717692830243173,-51.09905520847686,977.1617003779896,4.0,314.94897,0.044626806,19,gps,0.7,0.9,1.2,3.6,,,,97,,0.0620587686881319,1.0
83,1577395472.0,-27.71769341326948,-51.09905421516762,977.219683343924,4.0,344.15967,0.07194853,19,gps,0.7,0.9,1.2,3.6,,,,97,,0.1173448220062006,1.0
84,1577395473.0,-27.71769363136744,-51.09905402215895,977.2476944943922,4.0,344.16028,0.0425383,19,gps,0.7,0.9,1.2,3.6,,,,97,,0.0307637376425361,1.0
85,1577395474.0,-27.717694032014705,-51.0990538829418,977.319367560005,4.0,344.16226,0.030499084,19,gps,0.7,1.0,1.2,3.6,,,,97,,0.0464719858020067,1.0
86,1577395475.0,-27.71769421646364,-51.09905407776816,977.356804462253,4.0,344.16357,0.023848308,19,gps,0.7,0.9,1.2,3.6,,,,97,,0.0280522346918283,1.0
87,1577395476.0,-27.71769451275676,-51.09905396026832,977.4450772045084,4.0,344.1629,0.017211415,19,gps,0.7,0.9,1.2,3.6,,,,97,,0.0348184066268897,1.0
88,1577395477.0,-27.7176946099306,-51.09905437443976,977.40666606326,4.0,342.6174,0.02692089,19,gps,0.7,0.9,1.2,3.6,,,,97,,0.042239999741068,1.0
89,1577395478.0,-27.71769507911106,-51.09905421687704,977.46482412099,4.0,342.60605,0.020919867,19,gps,0.7,0.9,1.2,3.6,,,,97,,0.0542644346311639,1.0
90,1577395479.0,-27.71769563189249,-51.09905439220343,977.4653045908384,4.0,342.6041,0.013328992,19,gps,0.7,0.9,1.2,3.6,,,,97,,0.063649820505424,1.0
91,1577395480.0,-27.71769607943552,-51.09905444493034,977.504138254998,4.0,342.60318,0.009311791,19,gps,0.7,0.9,1.2,3.6,,,,97,,0.0498662834958662,1.0
92,1577395481.0,-27.71769641325555,-51.09905417130821,977.5505460397886,4.0,342.60605,0.010969247,19,gps,0.7,0.9,1.2,3.6,,,,97,,0.0457881098481573,1.0
93,1577395482.0,-27.71769650375184,-51.09905428978213,977.6035021238072,4.0,342.60553,0.0071938364,19,gps,0.7,0.9,1.2,3.6,,,,96,,0.0153971681738083,1.0
94,1577395483.0,-27.71769687989738,-51.09905375988001,977.6249849515184,4.0,358.46936,0.03344385,19,gps,0.7,0.9,1.2,3.6,,,,96,,0.066845090485534,1.0
95,1577395484.0,-27.717695773576267,-51.099055144190345,977.5591367977725,4.0,322.22815,0.11767267,19,gps,0.7,0.9,1.2,3.6,,,,96,,0.1834850520240071,1.0
96,1577395487.0,-27.71766712647555,-51.099088646565534,977.71600672696,4.0,313.73724,1.5258459,19,gps,0.7,0.9,1.2,3.6,,,,96,,4.581855690533016,3.0
97,1577395488.0,-27.71764924459623,-51.09910977556747,977.8750504574392,4.0,313.28745,2.0731447,19,gps,0.7,1.0,1.2,3.6,,,,96,,2.875478503067874,1.0
98,1577395489.0,-27.717632195842903,-51.0991305243707,977.7090859863656,4.0,312.8836,2.390235,19,gps,0.7,0.9,1.2,3.6,,,,96,,2.784989442214768,1.0
99,1577395490.0,-27.717616822870635,-51.099148350490914,977.8080023005105,4.0,313.7329,2.4891508,19,gps,0.7,0.9,1.2,3.6,,,,96,,2.447962685747581,1.0
100,1577395491.0,-27.717602321456425,-51.09916482449941,977.8444687411702,4.0,314.48288,2.4884033,19,gps,0.7,0.9,1.2,3.6,,,,96,,2.2851145317761508,1.0
101,1577395492.0,-27.71758562531977,-51.09918430290112,977.8661823695656,4.0,313.94897,2.5072842,19,gps,0.7,0.9,1.2,3.6,,,,96,,2.667028349085676,1.0
102,1577395493.0,-27.717566101176764,-51.099206690391775,977.7856318763896,4.0,314.53375,2.548112,19,gps,0.7,0.9,1.2,3.6,,,,96,,3.0911737364863656,1.0
103,1577395494.0,-27.717540415398467,-51.09923681048809,977.9478593969136,4.0,313.7514,2.6500573,18,gps,0.7,1.0,1.2,3.6,,,,96,,4.113980127346459,1.0
104,1577395495.0,-27.71751027595457,-51.099276570309016,977.9986397682012,4.0,310.31277,2.8287385,18,gps,0.7,1.0,1.2,3.6,,,,96,,5.150648450992078,1.0
105,1577395497.0,-27.71743654543946,-51.09937158462106,978.1782128577344,4.0,313.1353,3.3642702,18,gps,0.8,1.0,1.2,3.6,,,,96,,12.431969933121428,2.0
106,1577395498.0,-27.71739882779508,-51.09941660626957,978.3446391488168,4.0,313.5118,6.1120143,18,gps,0.8,1.0,1.2,3.6,,,,96,,6.097747155206347,1.0
107,1577395499.0,-27.717356151213124,-51.09946666331555,978.5212722389796,4.0,313.89777,6.8408446,18,gps,0.9,1.1,1.4,3.6,,,,96,,6.836248166520961,1.0
108,1577395500.0,-27.717306381958696,-51.09952466658306,978.7124728455886,4.0,314.0211,7.9732866,18,gps,0.9,1.0,1.3,3.6,,,,96,,7.945881045949739,1.0
109,1577395501.0,-27.71724858993157,-51.09959076052154,979.0170273336436,4.0,314.6663,9.153489,18,gps,0.8,1.0,1.3,3.6,,,,96,,9.137750728299809,1.0
110,1577395502.0,-27.717182046321525,-51.09966535682925,979.209279969212,4.0,315.16412,10.440068,18,gps,0.8,1.1,1.4,3.6,,,,96,,10.41605895977994,1.0
111,1577395503.0,-27.717107660215465,-51.0997486289043,979.4660274942704,4.0,315.25494,11.647452,18,gps,0.8,1.1,1.4,3.6,,,,96,,11.63558585481424,1.0
112,1577395504.0,-27.71703250777077,-51.09983119318978,979.7565784383524,4.0,315.8317,11.661758,19,gps,0.8,1.0,1.2,3.6,,,,96,,11.647001825471197,1.0
113,1577395505.0,-27.7169604514716,-51.099910966281854,979.992703857025,4.0,315.6055,11.225539,19,gps,0.7,1.0,1.2,3.6,,,,96,,11.209328603118514,1.0
114,1577395507.0,-27.716806915636,-51.10008388146091,980.4718560968016,4.0,315.02127,12.461354,19,gps,0.7,0.9,1.2,3.6,,,,96,,24.0887135534055,2.0
115,1577395508.0,-27.71672142022408,-51.100178048967535,980.7474405522308,4.0,315.68082,13.288873,19,gps,0.7,0.9,1.2,3.6,,,,96,,13.26652563605484,1.0
116,1577395509.0,-27.71662998870195,-51.10027657615751,981.0479565337496,4.0,316.29572,14.061122,19,gps,0.7,0.9,1.2,3.6,,,,96,,14.038098706949416,1.0
117,1577395510.0,-27.71653151858868,-51.10037883026863,981.375625811182,4.0,317.44894,14.864684,19,gps,0.7,0.9,1.2,3.6,,,,96,,14.857987747894832,1.0
118,1577395511.0,-27.71642589708064,-51.1004835252897,981.7629898432853,4.0,318.6949,15.6264,19,gps,0.7,0.9,1.2,3.6,,,,96,,15.607557253058872,1.0
119,1577395512.0,-27.71631339314775,-51.100590596875065,982.1143668088108,4.0,319.86807,16.360271,19,gps,0.7,0.9,1.2,3.6,,,,96,,16.337862035375593,1.0
120,1577395513.0,-27.71619514642684,-51.10070135589596,982.4501725139422,4.0,320.32083,17.099442,19,gps,0.7,0.9,1.2,3.6,,,,96,,17.059035315042493,1.0
121,1577395514.0,-27.71607855251201,-51.10080932875322,982.8247188630166,4.0,320.6608,16.763273,19,gps,0.7,0.9,1.2,3.6,,,,96,,16.74268580581791,1.0
122,1577395515.0,-27.715963489792053,-51.10091483482407,983.1806907980516,4.0,320.86606,16.480236,19,gps,0.7,1.0,1.2,3.6,,,,96,,16.457227950749875,1.0
123,1577395516.0,-27.71584628101365,-51.10102173869234,983.5835750792992,4.0,321.0258,16.768404,19,gps,0.7,1.0,1.2,3.6,,,,96,,16.72869793021816,1.0
