gpstime	latitude	longitude	altitude	speed	heading	hpdop	vdop	pdop
1518257474.00	41.239031017	-8.541630817	144.7	2.161	202.80	1.6	2.4	2.8
1518257475.00	41.239006450	-8.541642983	144.6	3.344	204.20	1.6	2.4	2.8
1518257476.00	41.238975633	-8.541661550	144.2	4.116	205.60	1.6	2.4	2.8
1518257477.00	41.238942650	-8.541685300	143.5	4.527	206.30	1.6	2.4	2.8
1518257478.00	41.238904800	-8.541714300	142.7	5.299	207.20	1.6	2.4	2.8
1518257479.00	41.238859500	-8.541745283	142.1	5.916	206.60	1.6	2.4	2.8
1518257480.00	41.238810650	-8.541776550	141.4	6.173	205.30	1.6	2.4	2.8
1518257481.00	41.238760433	-8.541808000	140.7	6.173	205.30	1.6	2.4	2.8
1518257482.00	41.238712000	-8.541840633	140.2	5.916	207.70	1.6	2.4	2.8
1518257483.00	41.238670317	-8.541871750	139.5	4.887	210.70	1.6	2.4	2.8
1518257484.00	41.238640967	-8.541897233	139.1	3.241	216.80	1.6	2.4	2.8
1518257485.00	41.238624117	-8.541917717	138.8	2.006	228.70	1.6	2.4	2.8
1518257486.00	41.238614917	-8.541932667	138.6	1.389	239.10	1.6	2.4	2.8
1518257487.00	41.238605300	-8.541955550	138.4	2.418	243.70	1.6	2.4	2.8
1518257488.00	41.238600200	-8.541995450	138.2	3.858	262.70	1.6	2.4	2.8
1518257489.00	41.238603517	-8.542052750	137.7	5.556	277.80	1.3	?	?
1518257490.00	41.238611183	-8.542124983	137.6	6.688	282.40	1.3	?	?
1518257491.00	41.238625017	-8.542205867	137.1	7.305	285.00	1.7	?	?
1518257492.00	41.238638850	-8.542293667	136.8	7.614	284.30	1.3	?	?
1518257493.00	41.238654367	-8.542380333	136.2	7.459	284.00	1.3	?	?
1518257494.00	41.238669600	-8.542459333	135.5	6.636	285.20	1.3	?	?
1518257495.00	41.238682550	-8.542525617	135.0	5.299	286.50	1.3	?	?
1518257496.00	41.238696250	-8.542569817	134.4	3.550	290.30	1.3	?	?
1518257497.00	41.238712650	-8.542587150	133.8	1.801	305.70	1.3	?	?
1518257498.00	41.238719333	-8.542598117	133.3	0.720	308.90	1.3	?	?
1518257499.00	41.238720433	-8.542604617	132.9	0.257	288.90	1.3	?	?
1518257500.00	41.238721417	-8.542608833	132.2	0.309	293.70	1.3	?	?
1518257501.00	41.238723283	-8.542614333	131.0	0.412	294.60	1.3	?	?
1518257502.00	41.238724350	-8.542619800	130.4	0.463	288.70	1.3	?	?
1518257503.00	41.238726200	-8.542623933	129.3	0.257	308.80	1.3	?	?
1518257504.00	41.238726183	-8.542627300	129.2	0.154	25.30	1.3	?	?
1518257505.00	41.238725183	-8.542630500	129.8	0.206	58.30	1.3	?	?
1518257506.00	41.238727100	-8.542628700	128.9	0.103	27.50	1.3	?	?
1518257507.00	41.238727717	-8.542644767	128.2	2.006	267.20	1.6	?	?
1518257508.00	41.238718200	-8.542684500	127.5	4.321	249.30	1.3	?	?
1518257509.00	41.238693000	-8.542727850	126.4	5.247	228.20	1.6	?	?
1518257510.00	41.238654300	-8.542762250	128.3	6.173	209.80	1.3	?	?
1518257511.00	41.238598800	-8.542797400	128.3	7.974	204.30	1.6	2.4	2.8
1518257512.00	41.238534533	-8.542836583	128.4	8.385	204.20	1.6	2.4	2.8
